path,fname,label,w,h,img_mode,n_masks,mask_paths,md5,phash,group,conflict,split,fold
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (433).png,benign (433).png,benign,550,462,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (433)_mask.png,88f5ac307c1827b335d8b981c31262dc,f1918fcecee62c02,488,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (434).png,benign (434).png,benign,501,609,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (434)_mask.png,2febb926a8394f05d1a85b9b72ffb8bb,81e2cd9c9c6c6af8,372,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (435).png,benign (435).png,benign,552,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (435)_mask.png,006ee991ce2597782b9d13fb27a2687b,91d3eccccc8e9e21,373,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (436).png,benign (436).png,benign,502,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (436)_mask.png,797ab4019ba93c2a822a52fe39d594c4,e7bc38cb094d6744,374,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (437).png,benign (437).png,benign,768,585,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (437)_mask.png,db521e0dad0932faab24beb556e91557,cfb5684a22929d5d,708,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (44).png,benign (44).png,benign,777,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (44)_mask.png,90a1911599391a95443c62d681214ef5,b3984c47e7f038b2,376,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (45).png,benign (45).png,benign,775,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (45)_mask.png,b93721997c750226cc8fb5f909489725,a5b831c5cab8bcb2,377,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (46).png,benign (46).png,benign,561,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (46)_mask.png,f3e6430d3737e93e63235ec312929c5c,c1b12bcc1cd3b2b6,378,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (47).png,benign (47).png,benign,763,585,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (47)_mask.png,14cd8f429f481a735ecd62ff43981716,a6ba3a7115c5eec0,379,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (48).png,benign (48).png,benign,775,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (48)_mask.png,b96f5ec541bf8b5688fc6794b0cb0a7c,8fb9c4c679593581,380,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (49).png,benign (49).png,benign,777,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (49)_mask.png,efa77d7fdc63cc3eabed6276cb7f336f,a1e8de9531de9330,381,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (5).png,benign (5).png,benign,549,496,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (5)_mask.png,46043e8d74de32032ebfb8aa95f3b932,94e06b8fd391accc,382,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (50).png,benign (50).png,benign,884,581,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (50)_mask.png,89972733de5c63993f1bbbe17c1bee9c,a59e6283d33c3cc3,383,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (51).png,benign (51).png,benign,357,338,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (51)_mask.png,e36f4a585a1b410965a7b5738c1fd871,94f67859c1672e86,384,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (52).png,benign (52).png,benign,370,338,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (52)_mask.png,d336083a3a0168d358e4a6d3db701c73,ce8da9693b9a8692,385,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (53).png,benign (53).png,benign,552,492,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (53)_mask.png,d51d392f55e0497a7f75b97bbb041872,b9c58612f3e9c992,386,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (54).png,benign (54).png,benign,616,468,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (54)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (54)_mask_1.png,f0397726a90ed33ce566d52b3cd06d8b,b5cd4c1391716d6c,387,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (55).png,benign (55).png,benign,763,614,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (55)_mask.png,691d661d4f66235140b60e6eceeb7409,8df27605314a8f9b,388,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (56).png,benign (56).png,benign,806,711,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (56)_mask.png,30c12e98d97d5d1d329614801712de14,94b67a4d47e0313b,389,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (57).png,benign (57).png,benign,555,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (57)_mask.png,cb5def78de23423d64b76d0264ade82f,98b0be5ac9e9c9c1,390,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (58).png,benign (58).png,benign,781,572,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (58)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (58)_mask_1.png,78ef368ccc879b8f889f43c6940be0ae,e7b87843878786c6,391,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (59).png,benign (59).png,benign,563,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (59)_mask.png,1c54ce16d8302a171d84e9efe0216ffe,e5c9c99e96b63421,392,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (6).png,benign (6).png,benign,558,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (6)_mask.png,d6274595b976caacdc96d4f9a6d94f70,97aded929260706d,393,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (60).png,benign (60).png,benign,759,598,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (60)_mask.png,e5335a74c7431a6f830d72f6f48bf907,a884f477aa2b1b1b,394,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (61).png,benign (61).png,benign,773,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (61)_mask.png,fb0528ac132d5194fca39667d3b6ffa8,80a03ec4729ff3d9,431,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (62).png,benign (62).png,benign,389,594,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (62)_mask.png,da69aaae86e2b2112abf7348895d1619,97e888b7682a276d,396,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (63).png,benign (63).png,benign,608,660,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (63)_mask.png,7da06bd70cbc1b1f432684dfcb20d78c,9996ce4a42b53e99,397,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (64).png,benign (64).png,benign,610,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (64)_mask.png,025fc50e0168625479b866ff1a4df2f8,9d9497c591d3c0d9,398,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (65).png,benign (65).png,benign,564,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (65)_mask.png,99b6ade531e04608fe2b5b87942d077d,d6e0298df2929ae9,436,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (66).png,benign (66).png,benign,562,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (66)_mask.png,d07303cac7b191efd0e1bee1ec633a17,b7ebda941409c9d4,400,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (67).png,benign (67).png,benign,516,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (67)_mask.png,212c1e57a669af2cd4da618712ba7573,d0ad863d91e22fb1,401,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (68).png,benign (68).png,benign,682,587,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (68)_mask.png,7a79148847eb1f89da9d58f46db0db09,b5e29295ccd298ec,402,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (69).png,benign (69).png,benign,811,719,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (69)_mask.png,0c4fc038967a415061730177ef712cd3,95f77a4866672590,403,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (7).png,benign (7).png,benign,624,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (7)_mask.png,d77bccddb7e8e13fb51a6c813dbc9210,def92147663e88a1,404,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (70).png,benign (70).png,benign,713,475,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (70)_mask.png,4edd8b3991b33629d724dd7ceab1ab9c,85d3f24c54a59bb1,405,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (71).png,benign (71).png,benign,554,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (71)_mask.png,8ec2d02b6fa725f4b4797c8a6e2417c9,fbe1249c9ae0d1d2,406,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (72).png,benign (72).png,benign,557,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (72)_mask.png,570f5bed543b58b670eb91a1b2e085e1,e09ea5e1f31d18f0,407,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (73).png,benign (73).png,benign,557,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (73)_mask.png,968bfdea7a0b517e2ea4f712ff23a5cd,b46a9a9cb59391b4,408,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (74).png,benign (74).png,benign,561,467,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (74)_mask.png,48bb7e4be7a1a5ec2c841e03c0d243f2,99e462397d5e9382,409,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (75).png,benign (75).png,benign,685,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (75)_mask.png,f5f528ebb86e4486c6e6f786c4efaba8,c4b32c2c73d38ecc,410,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (76).png,benign (76).png,benign,848,685,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (76)_mask.png,d7f9e01a6da7ed5ffd5d505a20a8880b,98fc6307c7b8b0ac,411,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (77).png,benign (77).png,benign,551,488,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (77)_mask.png,17e0cd67dfed31c10608570a2c568691,98a8e5f2d2d5c5c1,412,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (78).png,benign (78).png,benign,777,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (78)_mask.png,6ff49bffd9ea4426e37b19b1393ffe5c,d2fb2c858cdab381,413,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (79).png,benign (79).png,benign,648,604,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (79)_mask.png,46277cfc84f0d477742eb71be0656afb,b2f0d9cf8d0c8e4c,414,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (8).png,benign (8).png,benign,617,585,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (8)_mask.png,9b2b5eaf768817119fe1f6a2cd3d0cbc,e9a716587c26a6ca,415,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (80).png,benign (80).png,benign,561,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (80)_mask.png,bb888697a5ce5a56460ca90cbdaee5ba,97e9ca9668ca334c,416,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (81).png,benign (81).png,benign,563,464,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (81)_mask.png,6b8273ec7b7f2b284512a7d395a09793,fce28299293d6cd4,417,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (82).png,benign (82).png,benign,656,458,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (82)_mask.png,80ab48f1156e3d509de97137562bd0cc,d6dc1a0eecd2932c,418,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (83).png,benign (83).png,benign,581,432,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (83)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (83)_mask_1.png,a36a4da2466d53177db2f3a83bfcc2d8,f1e9283786c6c6b1,419,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (84).png,benign (84).png,benign,839,510,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (84)_mask.png,f33bd07c6e9f57527e974a8e1de8f28e,d544939646ac6cdb,420,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (85).png,benign (85).png,benign,561,465,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (85)_mask.png,f434245331a22cc76a20996535496f03,97adf2f0c8c890b9,595,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (86).png,benign (86).png,benign,777,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (86)_mask.png,465533281cfccf15dd684b1397cfc919,9bee74508169799c,422,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (87).png,benign (87).png,benign,768,571,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (87)_mask.png,de13dc7dfcd34a639f04d9a0a02f44a6,a1a878c6c6d3b6cc,423,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (88).png,benign (88).png,benign,873,560,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (88)_mask.png,58f1a08beb7a44cb0de9436ca4d0d85b,a5d4a7a55a19c1f8,424,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (89).png,benign (89).png,benign,893,576,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (89)_mask.png,d5cab5dbfcff96bfe1a5aa9614953da8,caee37b5b0c08e8c,425,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (9).png,benign (9).png,benign,752,585,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (9)_mask.png,fc89a35fe2d81190c6f06f16c71ce196,c3f8b4c6e13d8e82,426,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (90).png,benign (90).png,benign,772,574,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (90)_mask.png,59414753d2b72b57b7367aee026637df,b38b4b38707737a0,427,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (91).png,benign (91).png,benign,806,704,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (91)_mask.png,2651ce48c1b7ce6af1581ef11e236505,84847b336b5ad1d5,428,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (92).png,benign (92).png,benign,763,612,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (92)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (92)_mask_1.png,a8fa5ba4d76fc9355f447bbd6e78f48b,90f3cf1c948c6a73,429,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (93).png,benign (93).png,benign,561,466,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (93)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (93)_mask_1.png,ad8a4e94854b4689aa10980fc7bba3b5,b49c1f49fc70e0e1,430,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (94).png,benign (94).png,benign,767,583,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (94)_mask.png,aa42149d8dc1fa5e83bcc75c23211ab8,80a03ec4339ff3d9,431,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (95).png,benign (95).png,benign,558,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (95)_mask.png,e0036420a6cf5ba1f686e199f36a295a,89844252f4a4fddf,432,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (96).png,benign (96).png,benign,767,574,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (96)_mask.png,459399bc00ab44a6b686aec266e39c30,c4b9e34e33f1dc80,433,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (97).png,benign (97).png,benign,592,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (97)_mask.png,b4d166369e2abeca0df5e1fde7fb66ca,94d5756468919797,434,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (98).png,benign (98).png,benign,795,558,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (98)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (98)_mask_1.png,5e0c1926a49d544b09475c76524d4341,9180cab525db3bcb,435,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (99).png,benign (99).png,benign,554,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/benign/benign (99)_mask.png,f827814381c2806080b0ff0f464416a1,d6e0299dd2929ae9,436,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (1).png,malignant (1).png,malignant,449,598,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (1)_mask.png,638a40ba92a48d5275b08d552229fec9,dae885953e4e3269,437,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (10).png,malignant (10).png,malignant,462,393,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (10)_mask.png,2bbb1f3b5f91915d58a011e6cc649a00,d7a60a89b1dbc2a5,452,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (100).png,malignant (100).png,malignant,557,476,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (100)_mask.png,7ad9fc484802184293ad8cadc23370ac,b1a3dec888b0fab1,439,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (101).png,malignant (101).png,malignant,883,559,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (101)_mask.png,3b2c6bf672f86afaf338888a6d443a91,f1d109a4663697e6,440,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (102).png,malignant (102).png,malignant,916,551,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (102)_mask.png,bf19585179da94020ffc0bd81b5215a6,91c54432338dcf7e,441,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (103).png,malignant (103).png,malignant,555,488,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (103)_mask.png,c1db90c34f377d33a6374300dd810e86,b3c34d2c3879b1b2,442,False,trainval,0
